t,conf,xyxy
6720,0.5961035,"[140,169,211,229]"
6730,0.7913013,"[185,164,253,223]"
6740,0.75146365,"[227,164,289,223]"
6750,0.45208865,"[21,134,256,314]"
6760,0.5855701,"[286,188,379,282]"
6770,0.5907576,"[115,152,152,180]"
6780,0.49387977,"[140,136,182,173]"
6790,0.45075664,"[139,108,168,136]"
6800,0.41891664,"[314,100,358,159]"
6810,0.45655409,"[262,147,294,169]"
6820,0.42120093,"[270,112,326,169]"
6830,0.5588986,"[66,132,108,176]"
6840,0.59290653,"[267,133,364,213]"
6850,0.68720675,"[220,137,284,199]"
6860,0.78913665,"[226,142,293,206]"
6870,0.58699393,"[281,158,340,221]"
6880,0.45079318,"[0,290,33,318]"
6890,0.39803746,"[87,97,133,142]"
6900,0.51986176,"[268,63,333,130]"
6910,0.47875375,"[358,129,424,222]"
6920,0.46413517,"[352,133,424,221]"
6930,0.3726733,"[351,139,424,225]"
6940,0.5049576,"[78,126,120,172]"
6950,0.42525065,"[258,117,312,172]"
6960,0.48393998,"[265,129,320,184]"
6970,0.5575728,"[267,138,322,195]"
6980,0.46350542,"[95,132,141,176]"
6990,0.4976197,"[86,131,131,175]"
7000,0.50024396,"[108,131,154,173]"
7010,0.5060099,"[101,131,147,174]"
7020,0.56390107,"[99,133,145,175]"
7030,0.47098848,"[116,132,162,174]"
7040,0.5170616,"[96,132,143,176]"
7050,0.5475378,"[111,131,158,174]"
7060,0.43499622,"[112,131,159,174]"
7070,0.45626593,"[262,151,317,208]"
7080,0.44556484,"[215,137,268,190]"
7090,0.5092519,"[263,169,312,222]"
7100,0.49095154,"[177,248,210,280]"
7110,0.54807925,"[202,160,268,219]"
7120,0.7540074,"[208,166,276,229]"
7130,0.6277695,"[256,171,317,233]"
7140,0.49247515,"[291,189,334,267]"
7150,0.45859227,"[65,155,102,196]"
7160,0.52663845,"[214,132,264,183]"
7170,0.43634573,"[208,130,259,183]"
7180,0.43894878,"[345,168,390,224]"
7190,0.52942735,"[53,149,90,194]"
7200,0.41604266,"[351,169,395,225]"
7210,0.48447543,"[333,133,420,220]"
7220,0.50490344,"[57,93,100,142]"
7230,0.4375348,"[378,177,412,245]"
7240,0.402745,"[72,102,118,152]"
7250,0.40425804,"[380,203,412,271]"
7260,0.5008997,"[82,110,128,158]"
7270,0.5903276,"[85,112,131,159]"
7280,0.46254772,"[83,117,128,164]"
7290,0.43089288,"[382,207,414,277]"
7300,0.4380821,"[250,109,311,171]"
7310,0.42279243,"[387,210,419,280]"
7320,0.49299154,"[89,121,133,168]"
7330,0.453966,"[82,85,130,135]"
7340,0.49814427,"[261,68,325,132]"
7350,0.5094004,"[262,83,323,145]"
7360,0.56873965,"[269,46,338,116]"
7370,0.5148513,"[71,56,121,107]"
7380,0.46545357,"[70,55,120,107]"
7390,0.43519065,"[261,47,327,115]"
7400,0.47364664,"[267,38,334,107]"
7410,0.4576326,"[66,46,118,100]"
7420,0.5577692,"[265,63,329,130]"
7430,0.5038221,"[265,70,330,136]"
7440,0.51003015,"[260,82,321,146]"
7450,0.42685053,"[384,195,416,263]"
7460,0.5641511,"[250,107,310,168]"
7470,0.5585133,"[242,105,303,168]"
7480,0.46968752,"[164,104,231,162]"
7490,0.6978563,"[285,128,340,184]"
7500,0.7086144,"[58,131,107,181]"
7510,0.62365675,"[20,156,68,207]"
7520,0.7044599,"[196,131,294,221]"
7530,0.74933106,"[213,114,317,211]"
7540,0.54952574,"[133,104,184,157]"
7550,0.52972865,"[140,191,215,266]"
7560,0.50367564,"[164,198,236,271]"
7570,0.5584108,"[239,108,297,168]"
7580,0.5881126,"[236,110,300,171]"
7590,0.53518987,"[235,107,296,169]"
7600,0.5056935,"[235,115,295,175]"
7610,0.4746992,"[83,135,124,178]"
7620,0.47708714,"[252,130,306,185]"
7630,0.41471353,"[99,143,142,184]"
7640,0.50137943,"[177,222,239,289]"
7650,0.4645993,"[114,140,157,181]"
7660,0.5057236,"[114,140,157,181]"
7670,0.5161636,"[258,144,314,198]"
7680,0.516653,"[157,234,229,300]"
7690,0.58327717,"[168,234,236,299]"
7700,0.5007933,"[150,124,238,302]"
7710,0.5159743,"[149,128,234,295]"
7720,0.530451,"[261,157,316,211]"
7730,0.49000823,"[148,135,240,310]"
7740,0.55029243,"[260,157,313,211]"
7750,0.46873233,"[156,235,226,304]"
7760,0.5233012,"[176,238,242,311]"
7770,0.5193821,"[255,149,313,204]"
7780,0.5466142,"[156,233,231,303]"
7790,0.6779915,"[166,236,238,307]"
7800,0.50990546,"[152,245,230,303]"
7810,0.57605547,"[145,146,192,194]"
7820,0.7049782,"[100,160,145,206]"
7830,0.47932285,"[44,187,87,233]"
7840,0.4560657,"[122,156,190,224]"
7850,0.66618884,"[10,191,57,237]"
7860,0.48685348,"[134,277,164,308]"
7870,0.61668926,"[212,156,276,221]"
7880,0.43545863,"[13,165,270,319]"
7890,0.5510148,"[114,157,149,186]"
7900,0.48557818,"[247,166,292,211]"
7910,0.49967548,"[110,165,147,199]"
7920,0.54146874,"[167,162,205,193]"
7930,0.4128511,"[226,156,266,191]"
7940,0.4356053,"[229,172,271,210]"
7950,0.36752087,"[234,184,274,222]"
7960,0.35198802,"[234,187,316,251]"
7970,0.36874688,"[359,207,404,254]"
7980,0.46552187,"[289,173,331,216]"
7990,0.40041956,"[187,142,227,184]"
8000,0.5354639,"[128,152,168,193]"
8010,0.6824587,"[97,158,137,199]"
8020,0.72091556,"[102,152,144,194]"
8030,0.57218456,"[29,172,58,200]"
8040,0.4758555,"[143,151,184,193]"
8050,0.43224356,"[47,160,78,189]"
8060,0.59265655,"[264,167,327,226]"
8070,0.5651644,"[271,170,329,228]"
8080,0.5143268,"[257,165,320,224]"
8090,0.41692078,"[377,128,424,184]"
8100,0.66242373,"[82,159,123,201]"
8110,0.60130703,"[195,153,257,211]"
8120,0.6901092,"[74,159,117,202]"
8130,0.71084565,"[64,164,106,207]"
8140,0.70878077,"[183,169,243,229]"
8150,0.5876413,"[179,171,242,233]"
8160,0.5098156,"[162,177,226,237]"
8170,0.5096189,"[166,180,230,239]"
8180,0.3727057,"[138,133,262,261]"
8190,0.44322363,"[175,166,243,231]"
8200,0.43016648,"[270,76,340,143]"
8210,0.51749605,"[178,89,265,174]"
8220,0.7001937,"[181,102,264,181]"
8230,0.54680437,"[174,149,251,204]"
8240,0.71348953,"[182,137,254,190]"
8250,0.549128,"[177,134,253,202]"
8260,0.73634505,"[179,126,255,192]"
8270,0.7486754,"[181,130,254,193]"
8280,0.7501429,"[178,129,250,190]"
8290,0.64127225,"[176,132,248,193]"
8300,0.7307015,"[174,133,245,193]"
8310,0.60151994,"[172,138,242,197]"
8320,0.7245109,"[157,141,228,201]"
8330,0.6823101,"[156,143,226,203]"
8340,0.7405382,"[187,143,257,205]"
8350,0.7358846,"[213,156,280,218]"
8360,0.7212704,"[257,175,319,237]"
8370,0.52228254,"[277,184,338,249]"
8380,0.50163734,"[287,177,392,283]"
8390,0.61625296,"[224,169,284,230]"
8400,0.6589739,"[151,157,218,217]"
8410,0.73734343,"[124,161,193,221]"
8420,0.70295155,"[97,168,167,229]"
8430,0.68108267,"[78,169,145,228]"
8440,0.6942731,"[37,154,102,211]"
8450,0.6044282,"[111,150,145,185]"
8460,0.69144875,"[106,158,140,193]"
8470,0.65264887,"[119,154,152,184]"
8480,0.72552884,"[39,130,103,186]"
8490,0.79733366,"[57,115,123,171]"
8500,0.6559804,"[17,118,81,180]"
8510,0.459993,"[51,103,83,134]"
8520,0.6769912,"[347,118,387,163]"
8530,0.6313903,"[349,118,398,165]"
8540,0.55344296,"[347,122,396,167]"
8550,0.6097589,"[0,169,28,237]"
8560,0.6663996,"[18,183,69,238]"
8570,0.7086524,"[41,171,97,221]"
8580,0.67637014,"[61,160,118,208]"
8590,0.64731914,"[0,99,25,143]"
8600,0.49588132,"[289,189,338,240]"
8610,0.43620792,"[278,88,312,143]"
8620,0.6667895,"[317,222,365,262]"
8630,0.56335855,"[343,273,384,309]"
8640,0.6530644,"[15,277,84,319]"
8650,0.52677095,"[21,282,100,319]"
8660,0.4100467,"[0,255,75,301]"
8670,0.34588963,"[0,204,56,319]"
8680,0.3686006,"[46,136,85,177]"
8690,0.42141786,"[15,171,44,200]"
8700,0.37410626,"[63,136,97,171]"
8710,0.36018008,"[0,201,97,318]"
8720,0.31340182,"[252,268,309,319]"
8730,0.323462,"[13,73,53,122]"
8740,0.363459,"[8,78,47,127]"
8750,0.38300762,"[139,98,213,150]"
8760,0.37643653,"[299,280,341,317]"
8770,0.37529564,"[90,115,116,133]"
8780,0.59030354,"[262,161,298,193]"
8790,0.569467,"[275,164,313,197]"
8800,0.49759632,"[289,166,368,239]"
8810,0.32487503,"[366,286,408,318]"
8820,0.32245302,"[26,141,52,163]"
8830,0.38425043,"[28,123,67,165]"
8840,0.35504907,"[283,214,351,247]"
8850,0.49507007,"[13,126,55,170]"
8860,0.43996,"[195,273,230,302]"
8870,0.5114761,"[188,261,223,308]"
8880,0.36558774,"[0,182,61,318]"
8890,0.47764054,"[192,267,229,314]"
8900,0.46512726,"[183,267,219,314]"
8910,0.43818846,"[190,265,226,312]"
8920,0.47849277,"[194,264,230,310]"
8930,0.3498689,"[0,187,70,318]"
8940,0.38741505,"[55,26,401,210]"
8950,0.45991728,"[42,285,112,318]"
8960,0.36058128,"[1,3,49,36]"
8970,0.34997284,"[88,125,109,145]"
8980,0.6275093,"[333,210,375,248]"
8990,0.64394706,"[303,190,341,225]"
9000,0.4371502,"[247,197,303,249]"
9010,0.63646793,"[129,146,172,177]"
9020,0.6448771,"[58,152,106,190]"
9030,0.5071785,"[108,127,139,153]"
9040,0.58261,"[3,130,57,183]"
9050,0.5099776,"[86,186,249,265]"
9060,0.51585335,"[24,143,93,225]"
9070,0.66731244,"[36,66,80,112]"
9080,0.50626814,"[45,68,88,108]"
9090,0.48924395,"[51,117,248,218]"
9100,0.49967924,"[59,140,248,238]"
9110,0.5253404,"[148,180,246,279]"
9120,0.56020224,"[59,131,101,177]"
9130,0.52900577,"[141,189,248,294]"
9140,0.52868986,"[63,130,105,176]"
9150,0.42965367,"[65,131,106,176]"
9160,0.5111023,"[148,173,250,274]"
9170,0.5713998,"[146,154,248,258]"
9180,0.6341117,"[81,127,119,166]"
9190,0.6640766,"[108,148,140,183]"
9200,0.53104573,"[128,145,158,176]"
9210,0.5355976,"[85,128,133,164]"
9220,0.5925313,"[239,138,282,172]"
9230,0.32968378,"[361,124,385,160]"
9240,0.37865195,"[162,257,218,306]"
9250,0.61116725,"[330,239,364,271]"
9260,0.33655548,"[311,119,349,150]"
9270,0.39415336,"[97,117,122,140]"
9280,0.4011725,"[2,127,46,171]"
9290,0.37805498,"[28,7,75,43]"
9300,0.32942382,"[7,16,51,53]"
9310,0.36625218,"[0,144,35,188]"
9320,0.35559592,"[36,137,66,176]"
9330,0.5393621,"[27,131,70,175]"
9340,0.44738206,"[9,123,57,172]"
9350,0.35536638,"[75,214,115,252]"
9360,0.40733555,"[42,123,96,180]"
9370,0.3571246,"[124,140,156,176]"
9380,0.39957023,"[67,133,127,198]"
9390,0.4418333,"[67,133,127,198]"
9400,0.4664461,"[70,134,129,198]"
9410,0.43257385,"[127,152,159,187]"
9420,0.4238623,"[111,154,142,187]"
9430,0.4966324,"[167,216,204,271]"
9440,0.57296365,"[296,170,330,202]"
9450,0.53902453,"[332,195,368,232]"
9460,0.5660207,"[294,168,332,205]"
9470,0.35322163,"[271,89,292,129]"
9480,0.42423323,"[22,128,64,170]"
9490,0.47675255,"[108,128,153,174]"
9500,0.36825472,"[146,146,175,177]"
9510,0.44010717,"[82,135,139,192]"
9520,0.39082935,"[154,142,186,177]"
9530,0.44541234,"[150,139,183,174]"
9540,0.4645748,"[146,141,177,175]"
9550,0.40702245,"[88,126,146,185]"
9560,0.42520764,"[76,127,133,184]"
9570,0.47804433,"[62,131,120,192]"
9580,0.48774227,"[56,136,116,198]"
9590,0.4088108,"[59,139,120,203]"
9600,0.44935444,"[117,151,150,188]"
9610,0.4276288,"[18,136,73,194]"
9620,0.291053,"[14,129,44,156]"
9630,0.3190285,"[92,215,186,317]"
9640,0.47102633,"[325,164,397,226]"
9650,0.64819604,"[280,144,320,176]"
9660,0.5307443,"[245,159,291,196]"
9670,0.6700891,"[216,156,271,200]"
9680,0.7229587,"[202,146,262,193]"
9690,0.69036496,"[192,145,253,193]"
9700,0.7212308,"[181,140,242,189]"
9710,0.66108197,"[129,130,194,182]"
9720,0.65573615,"[110,122,178,178]"
9730,0.70840526,"[92,82,165,142]"
9740,0.68821067,"[103,92,170,145]"
9750,0.71090555,"[135,109,199,159]"
9760,0.71204025,"[162,123,224,171]"
9770,0.7078297,"[175,130,237,179]"
9780,0.756743,"[190,130,253,182]"
9790,0.74506414,"[212,133,274,184]"
9800,0.6207566,"[241,129,299,179]"
9810,0.65268946,"[236,121,294,169]"
9820,0.7375896,"[223,114,283,162]"
9830,0.74326766,"[213,120,271,167]"
9840,0.76209956,"[208,127,264,173]"
9850,0.7794681,"[204,130,260,177]"
9860,0.717475,"[204,128,261,174]"
9870,0.6774565,"[211,126,270,175]"
9880,0.77178454,"[217,127,276,175]"
9890,0.7805118,"[215,121,275,169]"
9900,0.72806466,"[213,124,272,172]"
9910,0.77025414,"[201,81,270,137]"
9920,0.75726944,"[172,37,253,98]"
9930,0.77770275,"[186,43,267,106]"
9940,0.79862624,"[201,50,279,113]"
9950,0.7878717,"[194,58,270,118]"
9960,0.771653,"[185,59,261,119]"
9970,0.75147563,"[160,72,234,129]"
9980,0.7604282,"[160,80,233,137]"
9990,0.7324398,"[200,84,268,138]"
10000,0.76996356,"[228,89,291,143]"
10010,0.7713749,"[223,92,287,146]"
10020,0.74666107,"[219,78,287,133]"
10030,0.7664594,"[211,78,279,133]"
10040,0.71955335,"[179,91,245,142]"
10050,0.7502714,"[177,96,241,147]"
10060,0.698484,"[176,100,240,149]"
10070,0.7777871,"[143,98,208,149]"
10080,0.7171041,"[96,99,160,148]"
10090,0.68382597,"[76,98,137,145]"
10100,0.5908091,"[84,91,146,135]"
10110,0.6023437,"[85,90,148,138]"
10120,0.67144144,"[89,94,151,140]"
10130,0.61885744,"[107,116,167,166]"
10140,0.6701548,"[134,140,192,186]"
10150,0.68074787,"[137,135,199,184]"
10160,0.70301193,"[82,158,144,209]"
10170,0.5013878,"[61,169,121,220]"
10180,0.72470415,"[154,148,214,198]"
10190,0.5986327,"[226,158,286,212]"
10200,0.47422168,"[304,184,408,302]"
10210,0.49789178,"[308,185,406,294]"
10220,0.40638626,"[221,130,272,179]"
10230,0.56332475,"[60,178,120,228]"
10240,0.594533,"[57,176,113,223]"
10250,0.62333435,"[113,159,170,205]"
10260,0.6780254,"[195,144,254,192]"
10270,0.4575903,"[249,142,347,232]"
10280,0.57777977,"[170,95,209,137]"
10290,0.5985473,"[264,124,319,176]"
10300,0.53794277,"[255,119,312,173]"
10310,0.6830401,"[252,120,310,173]"
10320,0.65316015,"[131,87,173,131]"
10330,0.6222084,"[243,122,301,174]"
10340,0.72522163,"[220,120,280,171]"
10350,0.6959229,"[87,99,128,142]"
10360,0.7333334,"[225,131,282,182]"
10370,0.4468541,"[264,104,302,143]"
10380,0.50966156,"[315,111,344,133]"
10390,0.5965226,"[6,252,78,305]"
10400,0.37166414,"[15,231,92,269]"
10410,0.37925652,"[36,271,121,319]"
10420,0.42557812,"[300,70,424,271]"
10430,0.40184313,"[92,33,149,68]"
10440,0.41368657,"[145,253,212,318]"
10450,0.4576105,"[92,110,144,162]"
10460,0.41102618,"[112,91,169,150]"
10470,0.4376137,"[161,118,192,151]"
10480,0.48206988,"[98,105,155,162]"
10490,0.3941998,"[136,132,167,165]"
10500,0.46166864,"[108,135,140,169]"
10510,0.41842312,"[32,154,65,189]"
10520,0.42366603,"[239,135,316,187]"
10530,0.32669592,"[236,189,276,250]"
10540,0.46376473,"[365,233,398,275]"
10550,0.402153,"[374,251,424,317]"
10560,0.43954444,"[233,199,269,241]"
10570,0.41341037,"[282,150,309,171]"
10580,0.58073074,"[263,167,295,192]"
10590,0.44039977,"[268,172,302,203]"
10600,0.47960746,"[93,226,165,297]"
10610,0.47635198,"[28,106,70,152]"
10620,0.6676926,"[228,127,269,160]"
10630,0.73173743,"[163,125,214,165]"
10640,0.58160996,"[147,127,207,175]"
10650,0.6528861,"[155,139,219,192]"
10660,0.6142776,"[243,159,303,216]"
10670,0.5941355,"[349,191,394,250]"
10680,0.423804,"[162,129,192,154]"
10690,0.52599806,"[288,141,340,195]"
10700,0.506372,"[265,131,320,187]"
10710,0.44988438,"[89,134,134,180]"
10720,0.41289094,"[67,152,360,318]"
10730,0.48657903,"[355,173,421,255]"
10740,0.48829812,"[350,179,421,259]"
10750,0.45036817,"[93,148,136,192]"
10760,0.4052665,"[266,154,316,205]"
10770,0.4399491,"[263,149,314,200]"
10780,0.48184028,"[156,126,203,174]"
10790,0.64371884,"[237,136,286,182]"
10800,0.7354253,"[219,152,273,200]"
10810,0.7142269,"[214,163,274,214]"
10820,0.7535579,"[221,142,285,197]"
10830,0.77659225,"[247,123,311,180]"
10840,0.70670927,"[262,129,322,184]"
10850,0.70770144,"[265,130,325,185]"
10860,0.67662865,"[268,132,327,187]"
10870,0.5872092,"[272,136,330,191]"
10880,0.6148841,"[271,133,330,189]"
10890,0.69033796,"[271,133,331,190]"
10900,0.69965714,"[276,136,336,194]"
10910,0.58221596,"[279,137,338,196]"
10920,0.6209999,"[278,136,338,196]"
10930,0.556,"[274,135,335,195]"
10940,0.5629717,"[272,135,333,195]"
10950,0.5694748,"[268,136,329,195]"
10960,0.45352525,"[269,139,329,197]"
10970,0.6967972,"[256,128,319,186]"
10980,0.7072468,"[59,121,105,170]"
10990,0.75468636,"[181,124,249,180]"
11000,0.77880555,"[220,132,286,191]"
11010,0.59287125,"[266,137,328,197]"
11020,0.53492785,"[275,141,335,200]"
11030,0.61190444,"[277,141,337,202]"
11040,0.73717153,"[276,143,337,205]"
11050,0.52977055,"[274,142,336,204]"
11060,0.46701595,"[127,116,176,166]"
11070,0.46565235,"[272,142,334,205]"
11080,0.5775357,"[271,143,334,205]"
11090,0.5086497,"[270,141,333,203]"
11100,0.62332267,"[269,140,332,202]"
11110,0.49515605,"[271,142,332,203]"
11120,0.55270576,"[270,143,332,203]"
11130,0.39190376,"[269,140,331,200]"
11140,0.56116915,"[270,140,331,200]"
11150,0.3998534,"[354,215,390,248]"
11160,0.6181926,"[265,139,327,199]"
11170,0.53894895,"[266,141,328,201]"
11180,0.7135546,"[258,132,322,193]"
11190,0.80724776,"[201,121,269,180]"
11200,0.7962918,"[162,122,231,178]"
11210,0.6350868,"[177,125,246,182]"
11220,0.7206075,"[243,134,308,193]"
11230,0.6461987,"[276,142,337,201]"
11240,0.6125912,"[278,111,341,174]"
11250,0.7708443,"[274,81,341,146]"
11260,0.68890333,"[276,79,342,145]"
11270,0.5365078,"[278,91,343,153]"
11280,0.7317831,"[280,95,344,158]"
11290,0.6604997,"[282,76,347,141]"
11300,0.7123495,"[280,68,346,134]"
11310,0.7186568,"[285,61,352,129]"
11320,0.62430066,"[120,50,174,104]"
11330,0.70137906,"[273,85,340,151]"
11340,0.7863267,"[274,80,342,145]"
11350,0.7064122,"[272,79,338,143]"
11360,0.73670113,"[270,40,342,108]"
11370,0.7052803,"[269,42,341,109]"
11380,0.71945786,"[273,43,344,111]"
11390,0.78581196,"[273,50,344,117]"
11400,0.78935283,"[270,56,340,123]"
11410,0.75210816,"[189,58,266,122]"
11420,0.7726006,"[133,67,212,128]"
11430,0.81980973,"[121,73,201,137]"
11440,0.81270534,"[127,79,206,141]"
11450,0.6777416,"[212,111,277,169]"
11460,0.5635159,"[302,155,388,244]"
11470,0.43634138,"[354,197,421,283]"
11480,0.3836739,"[137,132,168,162]"
11490,0.43175218,"[357,182,422,261]"
11500,0.4212634,"[101,128,146,171]"
11510,0.51418173,"[257,137,307,188]"
11520,0.44057155,"[264,150,312,200]"
11530,0.42426237,"[156,142,199,180]"
11540,0.5312802,"[169,144,214,183]"
11550,0.44356298,"[185,157,229,197]"
11560,0.41778824,"[121,134,173,214]"
11570,0.51883584,"[199,172,241,210]"
11580,0.4206156,"[181,169,225,199]"
11590,0.47664887,"[155,160,198,199]"
11600,0.37881517,"[54,168,92,210]"
11610,0.7813893,"[222,143,269,183]"
11620,0.75912106,"[154,139,206,179]"
11630,0.7493788,"[125,150,181,192]"
11640,0.78063965,"[117,159,178,208]"
11650,0.75629514,"[103,166,166,219]"
11660,0.7669244,"[91,168,152,220]"
11670,0.5931605,"[114,158,175,208]"
11680,0.7161153,"[124,151,186,202]"
11690,0.59040815,"[111,145,177,200]"
11700,0.55774873,"[100,139,168,197]"
11710,0.5636517,"[112,134,179,191]"
11720,0.677348,"[133,134,200,188]"
11730,0.6150724,"[120,133,187,188]"
11740,0.5915932,"[103,125,169,180]"
11750,0.664819,"[97,125,162,178]"
11760,0.55971014,"[101,126,164,179]"
11770,0.64351577,"[91,70,164,126]"
11780,0.7450191,"[87,47,161,107]"
11790,0.73199445,"[89,58,163,117]"
11800,0.7614189,"[98,57,170,112]"
11810,0.7061173,"[116,47,182,94]"
11820,0.7132369,"[127,29,194,75]"
11830,0.73160046,"[144,21,210,62]"
11840,0.6628066,"[146,18,211,58]"
11850,0.62244904,"[132,20,198,65]"
11860,0.6548674,"[124,25,189,66]"
11870,0.6485693,"[125,30,189,70]"
11880,0.7203137,"[130,30,195,72]"
11890,0.68880266,"[139,48,202,90]"
11900,0.6891698,"[141,77,203,123]"
11910,0.6802551,"[158,100,222,151]"
11920,0.7106614,"[164,99,230,152]"
11930,0.7391528,"[149,98,214,149]"
11940,0.68034434,"[139,98,205,150]"
11950,0.71261615,"[130,99,199,152]"
11960,0.7104947,"[131,96,199,150]"
11970,0.6900004,"[129,95,197,149]"
11980,0.64196724,"[128,96,197,150]"
11990,0.6362096,"[127,91,196,147]"
12000,0.6788809,"[124,92,194,147]"
12010,0.6588175,"[127,94,196,149]"
12020,0.6173964,"[163,97,231,150]"
12030,0.66203296,"[191,106,255,158]"
12040,0.6750588,"[213,113,275,165]"
12050,0.7301718,"[215,109,277,161]"
12060,0.6501236,"[216,96,280,150]"
12070,0.70853716,"[212,108,274,161]"
12080,0.6111684,"[214,123,275,174]"
12090,0.70537436,"[214,128,275,180]"
12100,0.60210514,"[218,117,280,170]"
12110,0.59153265,"[215,78,282,134]"
12120,0.6788814,"[82,65,128,112]"
12130,0.65534174,"[207,93,273,148]"
12140,0.7024748,"[78,76,124,123]"
12150,0.57613444,"[197,103,262,157]"
12160,0.70075923,"[60,88,103,132]"
12170,0.51422185,"[138,104,205,158]"
12180,0.6902193,"[119,97,186,148]"
12190,0.6677794,"[128,93,194,144]"
12200,0.63281566,"[129,93,195,144]"
12210,0.656,"[132,96,198,147]"
12220,0.71959436,"[138,94,204,146]"
12230,0.66734827,"[165,95,231,147]"
12240,0.72241527,"[87,73,130,114]"
12250,0.7260117,"[212,115,273,168]"
12260,0.6479813,"[210,120,271,172]"
12270,0.6574218,"[199,128,259,178]"
12280,0.5393358,"[196,130,256,180]"
12290,0.7187931,"[197,127,257,176]"
12300,0.58452857,"[200,133,258,182]"
12310,0.62245566,"[67,104,108,146]"
12320,0.66675395,"[114,139,171,190]"
12330,0.6790515,"[107,141,163,194]"
12340,0.6902918,"[115,143,173,196]"
12350,0.7008335,"[126,144,185,197]"
12360,0.7069842,"[129,141,188,195]"
12370,0.6294178,"[128,138,187,193]"
12380,0.6491529,"[127,138,186,193]"
12390,0.67440414,"[134,134,194,188]"
12400,0.59767133,"[149,136,209,189]"
12410,0.58289963,"[168,148,226,198]"
12420,0.6576369,"[176,162,233,211]"
12430,0.6429682,"[181,158,237,206]"
12440,0.6856304,"[177,162,233,207]"
12450,0.7266639,"[176,156,232,202]"
12460,0.7166019,"[176,157,232,203]"
12470,0.62704104,"[175,161,231,206]"
12480,0.7439674,"[174,161,231,206]"
12490,0.7214621,"[174,159,230,204]"
12500,0.7425789,"[174,158,231,204]"
12510,0.62609065,"[173,159,229,205]"
12520,0.6315088,"[170,157,228,203]"
12530,0.5975836,"[169,156,226,203]"
12540,0.59272885,"[167,155,225,202]"
12550,0.6088645,"[169,155,227,202]"
12560,0.5160581,"[170,155,228,202]"
12570,0.6187353,"[67,122,107,164]"
12580,0.61270493,"[169,150,228,199]"
12590,0.5892449,"[169,148,228,196]"
12600,0.61963075,"[167,146,226,194]"
12610,0.6330846,"[167,146,227,195]"
12620,0.6408671,"[170,146,230,195]"
12630,0.55272156,"[177,148,236,197]"
12640,0.65954024,"[187,151,245,201]"
12650,0.678614,"[186,151,245,201]"
12660,0.623478,"[180,148,239,198]"
12670,0.58106035,"[138,145,199,195]"
12680,0.53656936,"[136,153,197,202]"
12690,0.60079116,"[132,113,173,154]"
12700,0.48090276,"[235,156,273,196]"
12710,0.4859111,"[189,158,222,181]"
12720,0.4510824,"[59,196,121,251]"
12730,0.4833945,"[48,228,114,293]"
12740,0.43090156,"[39,255,111,318]"
12750,0.41300502,"[329,234,370,276]"
12760,0.5580967,"[320,222,361,263]"
12770,0.38123155,"[166,191,190,215]"
12780,0.48968068,"[97,183,341,318]"
12790,0.64675695,"[116,148,155,189]"
12800,0.7396188,"[36,160,75,202]"
12810,0.74740815,"[110,157,166,198]"
12820,0.6862049,"[85,164,146,212]"
12830,0.6345868,"[91,146,153,195]"
12840,0.6642625,"[108,132,169,180]"
12850,0.6637853,"[121,126,183,175]"
12860,0.7140236,"[133,122,194,171]"
12870,0.68823576,"[157,122,217,171]"
12880,0.66292775,"[195,125,254,174]"
12890,0.59103966,"[221,139,279,190]"
12900,0.6759244,"[207,137,269,189]"
12910,0.50768596,"[169,126,232,177]"
12920,0.5627262,"[138,118,199,168]"
12930,0.66578305,"[129,101,190,147]"
12940,0.70678085,"[120,88,179,131]"
12950,0.57907426,"[116,75,174,117]"
12960,0.70043737,"[120,70,179,111]"
12970,0.59300894,"[132,67,192,109]"
12980,0.68569165,"[129,63,189,106]"
12990,0.61118937,"[113,63,174,105]"
13000,0.6707851,"[100,62,161,105]"
13010,0.7083879,"[98,63,160,107]"
13020,0.73408926,"[96,61,159,105]"
13030,0.63892496,"[96,60,159,104]"
13040,0.7036196,"[92,59,155,103]"
13050,0.69382584,"[92,59,154,104]"
13060,0.627999,"[117,70,179,114]"
13070,0.70625407,"[148,88,208,133]"
13080,0.7126125,"[166,120,223,166]"
13090,0.6331153,"[172,140,230,188]"
13100,0.42885888,"[118,215,153,244]"
13110,0.543189,"[186,140,247,193]"
13120,0.58474314,"[189,140,250,194]"
13130,0.7001903,"[206,142,267,195]"
13140,0.5911896,"[203,142,264,193]"
13150,0.54753673,"[194,131,255,182]"
13160,0.54810005,"[185,119,248,171]"
13170,0.5836191,"[204,56,274,113]"
13180,0.6242657,"[214,40,284,97]"
13190,0.65261364,"[210,48,279,103]"
13200,0.71306413,"[207,59,275,113]"
13210,0.6472867,"[208,61,275,114]"
13220,0.71591365,"[205,65,271,118]"
13230,0.6936692,"[199,69,264,120]"
13240,0.6987587,"[203,73,269,123]"
13250,0.70950556,"[206,71,272,122]"
13260,0.7297307,"[205,74,269,124]"
13270,0.65515924,"[200,75,266,125]"
13280,0.63354135,"[201,76,266,125]"
13290,0.7111362,"[199,76,264,125]"
13300,0.7150092,"[197,78,262,129]"
13310,0.66051054,"[198,84,262,134]"
13320,0.7132238,"[199,86,262,136]"
13330,0.6668378,"[198,89,261,140]"
13340,0.716071,"[195,101,257,150]"
13350,0.7279887,"[194,106,256,155]"
13360,0.6446418,"[197,108,257,157]"
13370,0.67618406,"[199,107,261,156]"
13380,0.7317427,"[202,100,265,151]"
